,words,sounds,sents
1113,competitive,"['K', 'AH', 'M', 'P', 'EH', 'T', 'AH', 'T', 'IH', 'V']",0.1779
1114,competitive,"['K', 'AH', 'M', 'P', 'EH', 'T', 'IH', 'T', 'IH', 'V']",0.1779
1115,complacent,"['K', 'AH', 'M', 'P', 'L', 'EY', 'S', 'AH', 'N', 'T']",-0.0772
1116,complain,"['K', 'AH', 'M', 'P', 'L', 'EY', 'N']",-0.3612
1117,complainant,"['K', 'AH', 'M', 'P', 'L', 'EY', 'N', 'AH', 'N', 'T']",-0.1779
1118,complainants,"['K', 'AH', 'M', 'P', 'L', 'EY', 'N', 'AH', 'N', 'T', 'S']",-0.2732
1119,complained,"['K', 'AH', 'M', 'P', 'L', 'EY', 'N', 'D']",-0.4019
1120,complainer,"['K', 'AH', 'M', 'P', 'L', 'EY', 'N', 'ER']",-0.4215
1121,complainers,"['K', 'AA', 'M', 'P', 'L', 'EY', 'N', 'ER', 'Z']",-0.3182
1122,complaining,"['K', 'AH', 'M', 'P', 'L', 'EY', 'N', 'IH', 'NG']",-0.2023
1123,complainingly,"['K', 'AH', 'M', 'P', 'L', 'EY', 'N', 'IH', 'NG', 'L', 'IY']",-0.4019
1124,complains,"['K', 'AH', 'M', 'P', 'L', 'EY', 'N', 'Z']",-0.3818
1125,complaint,"['K', 'AH', 'M', 'P', 'L', 'EY', 'N', 'T']",-0.296
1126,complaints,"['K', 'AH', 'M', 'P', 'L', 'EY', 'N', 'T', 'S']",-0.4019
1127,compliment,"['K', 'AA', 'M', 'P', 'L', 'AH', 'M', 'EH', 'N', 'T']",0.4767
1128,complimentarily,"['K', 'AA', 'M', 'P', 'L', 'AH', 'M', 'EH', 'N', 'T', 'AH', 'R', 'IY', 'L', 'IY']",0.4019
1129,complimentary,"['K', 'AA', 'M', 'P', 'L', 'AH', 'M', 'EH', 'N', 'T', 'ER', 'IY']",0.4404
1130,complimented,"['K', 'AA', 'M', 'P', 'L', 'AH', 'M', 'EH', 'N', 'T', 'IH', 'D']",0.4215
1131,complimenting,"['K', 'AA', 'M', 'P', 'L', 'AH', 'M', 'EH', 'N', 'T', 'IH', 'NG']",0.5106
1132,compliments,"['K', 'AA', 'M', 'P', 'L', 'AH', 'M', 'EH', 'N', 'T', 'S']",0.4019
1133,comprehensive,"['K', 'AA', 'M', 'P', 'R', 'IY', 'HH', 'EH', 'N', 'S', 'IH', 'V']",0.25
1134,conciliate,"['K', 'AH', 'N', 'S', 'IH', 'L', 'IY', 'EY', 'T']",0.25
1135,conciliated,"['K', 'AH', 'N', 'S', 'IH', 'L', 'IY', 'EY', 'T', 'IH', 'D']",0.2732
1136,conciliates,"['K', 'AH', 'N', 'S', 'IH', 'L', 'IY', 'EY', 'T', 'S']",0.2732
1137,conciliating,"['K', 'AH', 'N', 'S', 'IH', 'L', 'IY', 'EY', 'T', 'IH', 'NG']",0.3182
1138,condemn,"['K', 'AH', 'N', 'D', 'EH', 'M']",-0.3818
1139,condemnation,"['K', 'AA', 'N', 'D', 'AH', 'M', 'N', 'EY', 'SH', 'AH', 'N']",-0.5859
1140,condemned,"['K', 'AH', 'N', 'D', 'EH', 'M', 'D']",-0.4404
1141,condemns,"['K', 'AH', 'N', 'D', 'EH', 'M', 'Z']",-0.5106
1142,confidence,"['K', 'AA', 'N', 'F', 'AH', 'D', 'EH', 'N', 'S']",0.5106
1143,confident,"['K', 'AA', 'N', 'F', 'AH', 'D', 'AH', 'N', 'T']",0.4939
1144,confidently,"['K', 'AA', 'N', 'F', 'AH', 'D', 'AH', 'N', 'T', 'L', 'IY']",0.4767
1145,conflict,"['K', 'AA', 'N', 'F', 'L', 'IH', 'K', 'T']",-0.3182
1146,conflict,"['K', 'AH', 'N', 'F', 'L', 'IH', 'K', 'T']",-0.3182
1147,conflicting,"['K', 'AH', 'N', 'F', 'L', 'IH', 'K', 'T', 'IH', 'NG']",-0.4019
1148,conflictive,"['K', 'AA', 'N', 'F', 'L', 'IH', 'K', 'T', 'IH', 'V']",-0.4215
1149,conflicts,"['K', 'AH', 'N', 'F', 'L', 'IH', 'K', 'T', 'S']",-0.3818
1150,conflicts,"['K', 'AA', 'N', 'F', 'L', 'IH', 'K', 'T', 'S']",-0.3818
1151,conflicts,"['K', 'AH', 'N', 'F', 'L', 'IH', 'K', 'S']",-0.3818
1152,conflicts,"['K', 'AA', 'N', 'F', 'L', 'IH', 'K', 'S']",-0.3818
1153,confront,"['K', 'AH', 'N', 'F', 'R', 'AH', 'N', 'T']",-0.1779
1154,confrontation,"['K', 'AA', 'N', 'F', 'R', 'AH', 'N', 'T', 'EY', 'SH', 'AH', 'N']",-0.3182
1155,confrontational,"['K', 'AA', 'N', 'F', 'R', 'AH', 'N', 'T', 'EY', 'SH', 'AH', 'N', 'AH', 'L']",-0.3818
1156,confrontationist,"['K', 'AA', 'N', 'F', 'R', 'AH', 'N', 'T', 'EY', 'SH', 'AH', 'N', 'IH', 'S', 'T']",-0.25
1157,confrontationists,"['K', 'AA', 'N', 'F', 'R', 'AH', 'N', 'T', 'EY', 'SH', 'AH', 'N', 'IH', 'S', 'T', 'S']",-0.296
1158,confrontations,"['K', 'AA', 'N', 'F', 'R', 'AH', 'N', 'T', 'EY', 'SH', 'AH', 'N', 'Z']",-0.3612
1159,confronted,"['K', 'AH', 'N', 'F', 'R', 'AH', 'N', 'T', 'AH', 'D']",-0.2023
1160,confronted,"['K', 'AH', 'N', 'F', 'R', 'AH', 'N', 'T', 'IH', 'D']",-0.2023
1161,confronter,"['K', 'AH', 'N', 'F', 'R', 'AH', 'N', 'T', 'ER']",-0.0772
1162,confronters,"['K', 'AH', 'N', 'F', 'R', 'AH', 'N', 'T', 'ER', 'Z']",-0.3182
1163,confronting,"['K', 'AH', 'N', 'F', 'R', 'AH', 'N', 'T', 'IH', 'NG']",-0.1531
1164,confronts,"['K', 'AH', 'N', 'F', 'R', 'AH', 'N', 'T', 'S']",-0.2263
1165,confuse,"['K', 'AH', 'N', 'F', 'Y', 'UW', 'Z']",-0.2263
1166,confused,"['K', 'AH', 'N', 'F', 'Y', 'UW', 'Z', 'D']",-0.3182
1167,confusedly,"['K', 'AH', 'N', 'F', 'Y', 'UW', 'Z', 'AH', 'D', 'L', 'IY']",-0.1531
1168,confusedness,"['K', 'AH', 'N', 'F', 'Y', 'UW', 'Z', 'AH', 'D', 'N', 'AH', 'S']",-0.3612
1169,confuses,"['K', 'AH', 'N', 'F', 'Y', 'UW', 'Z', 'IH', 'Z']",-0.3182
1170,confusing,"['K', 'AH', 'N', 'F', 'Y', 'UW', 'Z', 'IH', 'NG']",-0.2263
1171,confusingly,"['K', 'AH', 'N', 'F', 'Y', 'UW', 'Z', 'IH', 'NG', 'L', 'IY']",-0.34
1172,confusion,"['K', 'AH', 'N', 'F', 'Y', 'UW', 'ZH', 'AH', 'N']",-0.296
1173,confusional,"['K', 'AH', 'N', 'F', 'Y', 'UW', 'ZH', 'AH', 'N', 'AH', 'L']",-0.296
1174,confusions,"['K', 'AH', 'N', 'F', 'Y', 'UW', 'ZH', 'AH', 'N', 'Z']",-0.2263
1175,congrats,"['K', 'AH', 'N', 'G', 'R', 'AE', 'T', 'S']",0.5267
1176,congratulate,"['K', 'AH', 'N', 'G', 'R', 'AE', 'CH', 'AH', 'L', 'EY', 'T']",0.4939
1177,congratulation,"['K', 'AH', 'N', 'G', 'R', 'AE', 'CH', 'AH', 'L', 'EY', 'SH', 'AH', 'N']",0.5994
1178,congratulations,"['K', 'AH', 'N', 'G', 'R', 'AE', 'CH', 'AH', 'L', 'EY', 'SH', 'AH', 'N', 'Z']",0.5994
1179,consent,"['K', 'AH', 'N', 'S', 'EH', 'N', 'T']",0.2263
1180,consents,"['K', 'AH', 'N', 'S', 'EH', 'N', 'T', 'S']",0.25
1181,considerate,"['K', 'AH', 'N', 'S', 'IH', 'D', 'ER', 'AH', 'T']",0.4404
1182,consolable,"['K', 'AH', 'N', 'S', 'OW', 'L', 'AH', 'B', 'AH', 'L']",0.2732
1183,conspiracy,"['K', 'AH', 'N', 'S', 'P', 'IH', 'R', 'AH', 'S', 'IY']",-0.5267
1184,constrained,"['K', 'AH', 'N', 'S', 'T', 'R', 'EY', 'N', 'D']",-0.1027
1185,contagion,"['K', 'AH', 'N', 'T', 'EY', 'JH', 'AH', 'N']",-0.4588
1186,contagions,"['K', 'AH', 'N', 'T', 'EY', 'JH', 'AH', 'N', 'Z']",-0.3612
1187,contagious,"['K', 'AH', 'N', 'T', 'EY', 'JH', 'AH', 'S']",-0.34
1188,contempt,"['K', 'AH', 'N', 'T', 'EH', 'M', 'P', 'T']",-0.5859
1189,contemptibilities,"['K', 'AH', 'N', 'T', 'EH', 'M', 'P', 'T', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY', 'Z']",-0.4588
1190,contemptibility,"['K', 'AH', 'N', 'T', 'EH', 'M', 'P', 'T', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'IY']",-0.2263
1191,contemptible,"['K', 'AH', 'N', 'T', 'EH', 'M', 'P', 'T', 'AH', 'B', 'AH', 'L']",-0.3818
1192,contemptibleness,"['K', 'AH', 'N', 'T', 'EH', 'M', 'P', 'T', 'AH', 'B', 'AH', 'L', 'N', 'AH', 'S']",-0.4404
1193,contemptibly,"['K', 'AH', 'N', 'T', 'EH', 'M', 'P', 'T', 'AH', 'B', 'L', 'IY']",-0.34
1194,contempts,"['K', 'AH', 'N', 'T', 'EH', 'M', 'P', 'T', 'S']",-0.25
1195,contemptuous,"['K', 'AH', 'N', 'T', 'EH', 'M', 'P', 'CH', 'UW', 'AH', 'S']",-0.4939
1196,contemptuously,"['K', 'AH', 'N', 'T', 'EH', 'M', 'P', 'CH', 'UW', 'AH', 'S', 'L', 'IY']",-0.5267
1197,contemptuousness,"['K', 'AH', 'N', 'T', 'EH', 'M', 'P', 'CH', 'AH', 'W', 'AH', 'S', 'N', 'AH', 'S']",-0.2732
1198,contend,"['K', 'AH', 'N', 'T', 'EH', 'N', 'D']",0.0516
1199,contender,"['K', 'AH', 'N', 'T', 'EH', 'N', 'D', 'ER']",0.128
1200,contented,"['K', 'AH', 'N', 'T', 'EH', 'N', 'T', 'AH', 'D']",0.34
1201,contented,"['K', 'AH', 'N', 'T', 'EH', 'N', 'T', 'IH', 'D']",0.34
1202,contentedly,"['K', 'AH', 'N', 'T', 'EH', 'N', 'T', 'AH', 'D', 'L', 'IY']",0.4404
1203,contentedness,"['K', 'AH', 'N', 'T', 'EH', 'N', 'T', 'AH', 'D', 'N', 'AH', 'S']",0.34
1204,contentious,"['K', 'AH', 'N', 'T', 'EH', 'N', 'SH', 'AH', 'S']",-0.296
1205,contentment,"['K', 'AH', 'N', 'T', 'EH', 'N', 'T', 'M', 'AH', 'N', 'T']",0.3612
1206,contestable,"['K', 'AH', 'N', 'T', 'EH', 'S', 'T', 'AH', 'B', 'AH', 'L']",0.1531
1207,contradict,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T']",-0.3182
1208,contradictable,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T', 'AH', 'B', 'AH', 'L']",-0.25
1209,contradicted,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T', 'AH', 'D']",-0.3182
1210,contradicting,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T', 'IH', 'NG']",-0.3182
1211,contradiction,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'SH', 'AH', 'N']",-0.25
1212,contradictions,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'SH', 'AH', 'N', 'Z']",-0.3182
1213,contradictious,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T', 'IY', 'AH', 'S']",-0.4404
1214,contradictor,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T', 'ER']",-0.25
1215,contradictories,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T', 'ER', 'IY', 'Z']",-0.128
1216,contradictorily,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T', 'ER', 'AH', 'L', 'IY']",-0.2263
1217,contradictoriness,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T', 'ER', 'IY', 'N', 'AH', 'S']",-0.34
1218,contradictors,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T', 'ER', 'Z']",-0.3818
1219,contradictory,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T', 'ER', 'IY']",-0.34
1220,contradicts,"['K', 'AA', 'N', 'T', 'R', 'AH', 'D', 'IH', 'K', 'T', 'S']",-0.34
1221,controversial,"['K', 'AA', 'N', 'T', 'R', 'AH', 'V', 'ER', 'SH', 'AH', 'L']",-0.2023
1222,controversially,"['K', 'AA', 'N', 'T', 'R', 'AH', 'V', 'ER', 'SH', 'AH', 'L', 'IY']",-0.2732
1223,convince,"['K', 'AH', 'N', 'V', 'IH', 'N', 'S']",0.25
1224,convinced,"['K', 'AH', 'N', 'V', 'IH', 'N', 'S', 'T']",0.4019
1225,convincer,"['K', 'AH', 'N', 'V', 'IH', 'N', 'S', 'ER']",0.1531
1226,convincers,"['K', 'AH', 'N', 'V', 'IH', 'N', 'S', 'ER', 'Z']",0.0772
1227,convinces,"['K', 'AH', 'N', 'V', 'IH', 'N', 'S', 'IH', 'Z']",0.1779
1228,convincing,"['K', 'AH', 'N', 'V', 'IH', 'N', 'S', 'IH', 'NG']",0.4019
1229,convincingly,"['K', 'AH', 'N', 'V', 'IH', 'N', 'S', 'IH', 'NG', 'L', 'IY']",0.3818
1230,convincingness,"['K', 'AH', 'N', 'V', 'IH', 'N', 'S', 'IH', 'NG', 'N', 'AH', 'S']",0.1779
1231,convivial,"['K', 'AH', 'N', 'V', 'IH', 'V', 'IY', 'AH', 'L']",0.296
1232,cool,"['K', 'UW', 'L']",0.3182
1233,cornered,"['K', 'AO', 'R', 'N', 'ER', 'D']",-0.2732
1234,corpse,"['K', 'AO', 'R', 'P', 'S']",-0.5719
1235,costly,"['K', 'AA', 'S', 'T', 'L', 'IY']",-0.1027
1236,costly,"['K', 'AO', 'S', 'T', 'L', 'IY']",-0.1027
1237,courage,"['K', 'ER', 'IH', 'JH']",0.4939
1238,courageous,"['K', 'ER', 'EY', 'JH', 'AH', 'S']",0.5267
1239,courageously,"['K', 'ER', 'EY', 'JH', 'AH', 'S', 'L', 'IY']",0.5106
1240,courageousness,"['K', 'AH', 'R', 'EY', 'JH', 'AH', 'S', 'N', 'AH', 'S']",0.4767
1241,courteous,"['K', 'ER', 'T', 'IY', 'AH', 'S']",0.5106
1242,courtesy,"['K', 'ER', 'T', 'AH', 'S', 'IY']",0.3612
1243,cover-up,"['K', 'AH', 'V', 'ER', 'AH', 'P']",-0.296
1244,coward,"['K', 'AW', 'ER', 'D']",-0.4588
1245,cowardly,"['K', 'AW', 'ER', 'D', 'L', 'IY']",-0.3818
1246,coziness,"['K', 'OW', 'Z', 'IY', 'N', 'AH', 'S']",0.3612
1247,cramp,"['K', 'R', 'AE', 'M', 'P']",-0.2023
1248,crap,"['K', 'R', 'AE', 'P']",-0.3818
1249,crappy,"['K', 'R', 'AE', 'P', 'IY']",-0.5574
1250,crash,"['K', 'R', 'AE', 'SH']",-0.4019
1251,craze,"['K', 'R', 'EY', 'Z']",-0.1531
1252,crazed,"['K', 'R', 'EY', 'Z', 'D']",-0.128
1253,crazes,"['K', 'R', 'EY', 'Z', 'IH', 'Z']",0.0516
1254,crazier,"['K', 'R', 'EY', 'Z', 'IY', 'ER']",-0.0258
1255,craziest,"['K', 'R', 'EY', 'Z', 'IY', 'AH', 'S', 'T']",-0.0516
1256,crazily,"['K', 'R', 'EY', 'Z', 'AH', 'L', 'IY']",-0.3612
1257,craziness,"['K', 'R', 'EY', 'Z', 'IY', 'N', 'AH', 'S']",-0.3818
1258,crazinesses,"['K', 'R', 'EY', 'Z', 'IY', 'N', 'AH', 'S', 'IH', 'Z']",-0.25
1259,crazing,"['K', 'R', 'EY', 'Z', 'IH', 'NG']",-0.128
1260,crazy,"['K', 'R', 'EY', 'Z', 'IY']",-0.34
1261,crazyweed,"['K', 'R', 'EY', 'Z', 'IY', 'W', 'IY', 'D']",0.2023
1262,create,"['K', 'R', 'IY', 'EY', 'T']",0.2732
1263,created,"['K', 'R', 'IY', 'EY', 'T', 'AH', 'D']",0.25
1264,created,"['K', 'R', 'IY', 'EY', 'T', 'IH', 'D']",0.25
1265,creates,"['K', 'R', 'IY', 'EY', 'T', 'S']",0.2732
1266,creatin,"['K', 'R', 'IY', 'T', 'AH', 'N']",0.0258
1267,creatine,"['K', 'R', 'IY', 'T', 'AY', 'N']",0.0516
1268,creating,"['K', 'R', 'IY', 'EY', 'T', 'IH', 'NG']",0.296
1269,creatinine,"['K', 'R', 'IY', 'T', 'AH', 'N', 'AY', 'N']",0.1027
1270,creation,"['K', 'R', 'IY', 'EY', 'SH', 'AH', 'N']",0.2732
1271,creationism,"['K', 'R', 'IY', 'EY', 'SH', 'AH', 'N', 'IH', 'Z', 'AH', 'M']",0.1779
1272,creationisms,"['K', 'R', 'IY', 'EY', 'SH', 'AH', 'N', 'IH', 'Z', 'AH', 'M', 'Z']",0.2732
1273,creationist,"['K', 'R', 'IY', 'EY', 'SH', 'AH', 'N', 'IH', 'S', 'T']",0.2023
1274,creationists,"['K', 'R', 'IY', 'EY', 'SH', 'AH', 'N', 'IH', 'S', 'T', 'S']",0.128
1275,creations,"['K', 'R', 'IY', 'EY', 'SH', 'AH', 'N', 'Z']",0.3818
1276,creative,"['K', 'R', 'IY', 'EY', 'T', 'IH', 'V']",0.4404
1277,creatively,"['K', 'R', 'IY', 'EY', 'T', 'IH', 'V', 'L', 'IY']",0.3612
1278,creativeness,"['K', 'R', 'IY', 'EY', 'T', 'IH', 'V', 'N', 'AH', 'S']",0.4215
1279,creativities,"['K', 'R', 'IY', 'EY', 'T', 'IH', 'V', 'AH', 'T', 'IY', 'Z']",0.4019
1280,creativity,"['K', 'R', 'IY', 'EY', 'T', 'IH', 'V', 'AH', 'T', 'IY']",0.3818
1281,credit,"['K', 'R', 'EH', 'D', 'AH', 'T']",0.3818
1282,credit,"['K', 'R', 'EH', 'D', 'IH', 'T']",0.3818
1283,creditabilities,"['K', 'R', 'EH', 'D', 'AH', 'T', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'EH', 'Z']",0.34
1284,creditability,"['K', 'R', 'EH', 'D', 'AH', 'T', 'AH', 'B', 'IH', 'L', 'AH', 'T', 'EH']",0.4404
1285,creditable,"['K', 'R', 'EH', 'D', 'AH', 'T', 'AH', 'B', 'AH', 'L']",0.4215
1286,creditableness,"['K', 'R', 'EH', 'D', 'AH', 'T', 'AH', 'B', 'AH', 'L', 'N', 'AH', 'S']",0.296
1287,creditably,"['K', 'R', 'EH', 'D', 'AH', 'T', 'AH', 'B', 'L', 'IY']",0.4019
1288,credited,"['K', 'R', 'EH', 'D', 'AH', 'T', 'AH', 'D']",0.3612
1289,credited,"['K', 'R', 'EH', 'D', 'IH', 'T', 'IH', 'D']",0.3612
1290,crediting,"['K', 'R', 'EH', 'D', 'AH', 'T', 'IH', 'NG']",0.1531
1291,creditor,"['K', 'R', 'EH', 'D', 'AH', 'T', 'ER']",-0.0258
1292,creditor,"['K', 'R', 'EH', 'D', 'IH', 'T', 'ER']",-0.0258
1293,credits,"['K', 'R', 'EH', 'D', 'IH', 'T', 'S']",0.3612
1294,creditworthiness,"['K', 'R', 'EH', 'D', 'IH', 'T', 'W', 'ER', 'DH', 'IY', 'N', 'AH', 'S']",0.4404
1295,creditworthy,"['K', 'R', 'EH', 'D', 'IH', 'T', 'W', 'ER', 'DH', 'IY']",0.5267
1296,crestfallen,"['K', 'R', 'EH', 'S', 'T', 'F', 'AO', 'L', 'AH', 'N']",-0.5423
1297,cried,"['K', 'R', 'AY', 'D']",-0.3818
1298,cries,"['K', 'R', 'AY', 'Z']",-0.4019
1299,crime,"['K', 'R', 'AY', 'M']",-0.5423
1300,criminal,"['K', 'R', 'IH', 'M', 'AH', 'N', 'AH', 'L']",-0.5267
1301,criminals,"['K', 'R', 'IH', 'M', 'AH', 'N', 'AH', 'L', 'Z']",-0.5719
1302,crisis,"['K', 'R', 'AY', 'S', 'AH', 'S']",-0.6249
1303,critic,"['K', 'R', 'IH', 'T', 'IH', 'K']",-0.2732
1304,critical,"['K', 'R', 'IH', 'T', 'IH', 'K', 'AH', 'L']",-0.3182
1305,criticise,"['K', 'R', 'IH', 'T', 'AH', 'S', 'AY', 'Z']",-0.4404
1306,criticised,"['K', 'R', 'IH', 'T', 'IH', 'K', 'IY', 'Z', 'D']",-0.4215
1307,criticises,"['K', 'R', 'IH', 'T', 'IH', 'K', 'IY', 'Z', 'IH', 'Z']",-0.3182
1308,criticising,"['K', 'R', 'IH', 'T', 'IH', 'K', 'IY', 'Z', 'IH', 'NG']",-0.4019
1309,criticism,"['K', 'R', 'IH', 'T', 'IH', 'S', 'IH', 'Z', 'AH', 'M']",-0.4404
1310,criticisms,"['K', 'R', 'IH', 'T', 'IH', 'S', 'IH', 'Z', 'AH', 'M', 'Z']",-0.2263
1311,criticizable,"['K', 'R', 'IH', 'T', 'AH', 'S', 'AY', 'Z', 'AH', 'B', 'AH', 'L']",-0.25
1312,criticize,"['K', 'R', 'IH', 'T', 'IH', 'S', 'AY', 'Z']",-0.3818
1313,criticized,"['K', 'R', 'IH', 'T', 'AH', 'S', 'AY', 'Z', 'D']",-0.3612
1314,criticizer,"['K', 'R', 'IH', 'T', 'AH', 'S', 'AY', 'Z', 'ER']",-0.3612
1315,criticizers,"['K', 'R', 'IH', 'T', 'AH', 'S', 'AY', 'Z', 'ER', 'Z']",-0.3818
1316,criticizes,"['K', 'R', 'IH', 'T', 'IH', 'S', 'AY', 'Z', 'IH', 'Z']",-0.34
1317,criticizing,"['K', 'R', 'IH', 'T', 'IH', 'S', 'AY', 'Z', 'IH', 'NG']",-0.3612
1318,critics,"['K', 'R', 'IH', 'T', 'IH', 'K', 'S']",-0.296
1319,crude,"['K', 'R', 'UW', 'D']",-0.5719
1320,crudely,"['K', 'R', 'UW', 'D', 'L', 'IY']",-0.296
1321,crudeness,"['K', 'R', 'UW', 'D', 'N', 'AH', 'S']",-0.4588
1322,crudenesses,"['K', 'R', 'UW', 'D', 'N', 'AH', 'S', 'IH', 'Z']",-0.4588
1323,cruder,"['K', 'R', 'UW', 'D', 'ER']",-0.4588
1324,crudes,"['K', 'R', 'UW', 'D', 'Z']",-0.2732
1325,crudest,"['K', 'R', 'UW', 'D', 'AH', 'S', 'T']",-0.5267
1326,cruel,"['K', 'R', 'UW', 'AH', 'L']",-0.5859
1327,cruel,"['K', 'R', 'UW', 'L']",-0.5859
1328,crueler,"['K', 'R', 'UW', 'AH', 'L', 'ER']",-0.5106
1329,cruelest,"['K', 'R', 'UW', 'L', 'AH', 'S', 'T']",-0.5574
1330,crueller,"['K', 'R', 'UW', 'AH', 'L', 'ER']",-0.5267
1331,cruellest,"['K', 'R', 'UW', 'AH', 'L', 'AH', 'S', 'T']",-0.5994
1332,cruelly,"['K', 'R', 'UW', 'L', 'IY']",-0.5859
1333,cruelness,"['K', 'R', 'UW', 'AH', 'L', 'N', 'AH', 'S']",-0.5994
1334,cruelties,"['K', 'R', 'UW', 'L', 'T', 'IY', 'Z']",-0.5106
1335,cruelties,"['K', 'R', 'UW', 'AH', 'L', 'T', 'IY', 'Z']",-0.5106
1336,cruelty,"['K', 'R', 'UW', 'L', 'T', 'IY']",-0.5994
1337,cruelty,"['K', 'R', 'UW', 'AH', 'L', 'T', 'IY']",-0.5994
1338,crush,"['K', 'R', 'AH', 'SH']",-0.1531
1339,crushed,"['K', 'R', 'AH', 'SH', 'T']",-0.4215
1340,crushes,"['K', 'R', 'AH', 'SH', 'IH', 'Z']",-0.4404
1341,crushing,"['K', 'R', 'AH', 'SH', 'IH', 'NG']",-0.3612
1342,cry,"['K', 'R', 'AY']",-0.4767
1343,crying,"['K', 'R', 'AY', 'IH', 'NG']",-0.4767
1344,cunt,"['K', 'AH', 'N', 'T']",-0.4939
1345,cunts,"['K', 'AH', 'N', 'T', 'S']",-0.5994
1346,curious,"['K', 'Y', 'UH', 'R', 'IY', 'AH', 'S']",0.3182
1347,curse,"['K', 'ER', 'S']",-0.5423
1348,cut,"['K', 'AH', 'T']",-0.2732
1349,cute,"['K', 'Y', 'UW', 'T']",0.4588
1350,cutely,"['K', 'Y', 'UW', 'T', 'L', 'IY']",0.3182
1351,cuteness,"['K', 'Y', 'UW', 'T', 'N', 'AH', 'S']",0.5106
1352,cutenesses,"['K', 'Y', 'UW', 'T', 'N', 'AH', 'S', 'IH', 'Z']",0.4404
1353,cuter,"['K', 'Y', 'UW', 'T', 'ER']",0.5106
1354,cutes,"['K', 'Y', 'UW', 'T', 'S']",0.4215
1355,cutesie,"['K', 'Y', 'UW', 'T', 'S', 'IY']",0.25
1356,cutesier,"['K', 'Y', 'UW', 'T', 'S', 'IY', 'ER']",0.3612
1357,cutesiest,"['K', 'Y', 'UW', 'T', 'S', 'IY', 'AH', 'S', 'T']",0.4939
1358,cutest,"['K', 'Y', 'UW', 'T', 'IH', 'S', 'T']",0.5859
1359,cutesy,"['K', 'Y', 'UW', 'T', 'S', 'IY']",0.4767
1360,cutey,"['K', 'Y', 'UW', 'T', 'IY']",0.4767
1361,cuteys,"['K', 'Y', 'UW', 'T', 'IY', 'Z']",0.3612
1362,cutie,"['K', 'Y', 'UW', 'T', 'IY']",0.3612
1363,cutiepie,"['K', 'Y', 'UW', 'T', 'IY', 'P', 'AY']",0.4588
1364,cuties,"['K', 'Y', 'UW', 'T', 'IY', 'Z']",0.4939
1365,cuts,"['K', 'AH', 'T', 'S']",-0.296
1366,cutting,"['K', 'AH', 'T', 'IH', 'NG']",-0.128
1367,cynic,"['S', 'IH', 'N', 'IH', 'K']",-0.34
1368,cynical,"['S', 'IH', 'N', 'IH', 'K', 'AH', 'L']",-0.3818
1369,cynically,"['S', 'IH', 'N', 'IH', 'K', 'AH', 'L', 'IY']",-0.3182
1370,cynically,"['S', 'IH', 'N', 'IH', 'K', 'L', 'IY']",-0.3182
1371,cynicism,"['S', 'IH', 'N', 'IH', 'S', 'IH', 'Z', 'AH', 'M']",-0.4019
1372,cynicisms,"['S', 'IH', 'N', 'AH', 'S', 'IH', 'Z', 'AH', 'M', 'Z']",-0.4019
1373,cynics,"['S', 'IH', 'N', 'IH', 'K', 'S']",-0.0772
1374,d-:,"['D', 'IY']",0.3818
1375,damage,"['D', 'AE', 'M', 'AH', 'JH']",-0.4939
1376,damage,"['D', 'AE', 'M', 'IH', 'JH']",-0.4939
1377,damaged,"['D', 'AE', 'M', 'AH', 'JH', 'D']",-0.4404
1378,damaged,"['D', 'AE', 'M', 'IH', 'JH', 'D']",-0.4404
1379,damager,"['D', 'AE', 'M', 'IH', 'JH', 'ER']",-0.4404
1380,damagers,"['D', 'AE', 'M', 'IH', 'JH', 'ER', 'Z']",-0.4588
1381,damages,"['D', 'AE', 'M', 'AH', 'JH', 'AH', 'Z']",-0.4404
1382,damages,"['D', 'AE', 'M', 'IH', 'JH', 'IH', 'Z']",-0.4404
1383,damaging,"['D', 'AE', 'M', 'IH', 'JH', 'IH', 'NG']",-0.5106
1384,damagingly,"['D', 'AE', 'M', 'IH', 'JH', 'IH', 'NG', 'L', 'IY']",-0.4588
1385,damn,"['D', 'AE', 'M']",-0.4019
